id,ACTION
766,0.7020000000000001
767,0.7589999999999999
768,1
769,0.8595
770,0.558
771,1
772,0.5465
773,0.9345000000000001
774,0.522
775,1
776,0.14650000000000002
777,1
778,0.8595
779,1
780,0.9584999999999999
781,1
782,0.8955000000000001
783,1
784,1
785,0.5285000000000001
786,0.8480000000000001
787,0.3935
788,0.7919999999999999
789,0.9345000000000001
790,0.8360000000000001
791,1
792,1
793,0.6875
794,0.9584999999999999
795,0.432
796,0.7529999999999999
797,1
798,0.8685
799,0.42400000000000004
800,0.8685
801,0.755
802,1
803,1
804,0.9854999999999999
805,1
806,1
807,0.1045
808,0.675
809,0.5844999999999999
810,1
811,0.8685
812,0
813,0.8810000000000001
814,1
815,0.9199999999999999
816,1
817,1
818,0.8535
819,0.9345000000000001
820,1
821,0.749
822,1
823,1
824,1
825,1
826,0.7919999999999999
827,1
828,0.7525000000000001
829,0.8505
830,1
831,0.328
832,0.764
833,0.8535
834,0.803
835,0.8505
836,0.44150000000000006
837,1
838,1
839,0.10099999999999998
840,0.47200000000000003
841,0.9584999999999999
842,1
843,1
844,1
845,0.8390000000000001
846,0.8805000000000001
847,0.8595
848,1
849,1
850,0.6535
851,1
852,0.7615000000000001
853,0.728
854,0.5795
855,1
856,1
857,0.8595
858,1
859,0.5815
860,1
861,0.9199999999999999
862,0.18800000000000003
863,0.513
864,0.704
865,0.43300000000000005
866,0.47150000000000003
867,0.9135000000000001
868,1
869,1
870,1
871,1
872,0.5680000000000001
873,1
874,1
875,1
876,0.6475
877,0.513
878,0.8805000000000001
879,0.5680000000000001
880,0.9854999999999999
881,0.3575
882,0.8535
883,0.9854999999999999
884,0.666
885,0
886,0.8720000000000001
887,0.19349999999999998
888,1
889,0.812
890,1
891,0.37600000000000006
892,0.5680000000000001
893,0.5680000000000001
894,1
895,1
896,1
897,0.43900000000000006
898,0.6625
899,0.8064999999999999
900,1
901,0.6875
902,0.6335000000000001
903,1
904,1
905,0.7525000000000001
906,1
907,0.794
908,0.9135000000000001
909,0.8660000000000001
910,0.6895
911,0.8535
912,0.8805000000000001
913,1
914,1
915,0.8480000000000001
916,1
917,1
918,1
919,1
920,0.271
921,0.8390000000000001
922,1
923,0.764
924,0.055999999999999994
925,1
926,0.8929999999999999
927,0.525
928,0.42400000000000004
929,1
930,1
931,0.8685
932,0.9854999999999999
933,1
934,0.514
935,0.6625
936,0.7919999999999999
937,0.8150000000000001
938,0.7140000000000001
939,0.9135000000000001
940,0.14950000000000002
941,1
942,0.8685
943,0.014499999999999999
944,1
945,1
946,0.3665
947,1
948,0.8155000000000001
949,1
950,0.9854999999999999
951,0.8955000000000001
952,0.54
953,1
954,0.8805000000000001
955,1
956,0.0655
957,0.1875
958,0.9345000000000001
959,0.22050000000000003
960,0
961,0.5825
962,1
963,0.7919999999999999
964,0.14650000000000002
965,0.8929999999999999
966,0.5680000000000001
967,1
968,1
969,1
970,1
971,1
972,1
973,0.3125
974,1
975,0.5790000000000001
976,0.7705000000000001
977,0.5579999999999999
978,0.3285
979,1
980,0
981,1
982,0.944
983,1
984,0.14650000000000002
985,1
986,0.9854999999999999
987,0.8955000000000001
988,1
989,0.442
990,0.272
991,0.7435
992,0.504
993,1
994,0.809
995,0.8720000000000001
996,1
997,0.37600000000000006
998,0.41200000000000003
999,0.4600000000000001
1000,1
1001,1
1002,0.8155000000000001
1003,1
1004,1
1005,1
1006,0.776
1007,0.9199999999999999
1008,1
1009,1
1010,0.31050000000000005
1011,0.8805000000000001
1012,1
1013,1
1014,0.7885000000000001
1015,0.8505
1016,0.8505
1017,0.684
1018,0.508
1019,0.9584999999999999
1020,0.669
1021,1
1022,1
1023,0.5680000000000001
1024,1
1025,1
1026,0.6535
1027,1
1028,0.8394999999999999
1029,1
1030,0.549
1031,1
1032,0.8955000000000001
1033,1
1034,0.254
1035,1
1036,0.803
1037,1
1038,0.9135000000000001
1039,0.8989999999999999
1040,1
1041,0.508
1042,1
1043,0.14950000000000002
1044,0.29600000000000004
1045,0.40950000000000003
1046,1
1047,1
1048,0.7735000000000001
1049,0.31300000000000006
1050,0.8390000000000001
1051,1
1052,0.432
1053,1
1054,0.6775
1055,0.8505
1056,0.7470000000000001
1057,0.8595
1058,0.567
1059,0.6095
1060,1
1061,0.669
1062,0.28
1063,1
1064,0.6445
1065,0.6895
1066,1
1067,0.4570000000000001
1068,1
1069,0.388
1070,0.8805000000000001
1071,0.21500000000000002
1072,1
1073,0.6625
1074,0.8505
1075,1
1076,0.8955000000000001
1077,0.8150000000000001
1078,0.9854999999999999
1079,1
1080,0.36100000000000004
1081,1
1082,0.773
1083,0.505
1084,0.8989999999999999
1085,1
1086,1
1087,1
1088,1
1089,0.597
1090,1
1091,0.11950000000000001
1092,1
1093,0.9854999999999999
1094,1
1095,0.8505
1096,1
1097,1
1098,0.8450000000000001
1099,1
1100,0.3125
1101,0.7470000000000001
1102,1
1103,0.8685
1104,1
1105,1
1106,1
1107,1
1108,1
1109,0.9854999999999999
1110,0.9135000000000001
1111,1
1112,1
1113,1
1114,1
1115,0.728
1116,1
1117,0.5825
1118,0.185
1119,0.6875
1120,1
1121,0.567
1122,0.8989999999999999
1123,0.1045
1124,0.4385
1125,0.8805000000000001
1126,0.5680000000000001
1127,1
1128,0.9135000000000001
1129,0.734
1130,1
1131,0.657
1132,0.7135
1133,0.7919999999999999
1134,1
1135,0.3915
1136,0.776
1137,1
1138,1
1139,1
1140,0
1141,1
1142,1
1143,0.7470000000000001
1144,1
1145,1
1146,1
1147,0.8955000000000001
1148,1
1149,1
1150,0.6265
1151,1
1152,0.5670000000000001
1153,0.4625000000000001
1154,0
1155,1
1156,0.8955000000000001
1157,1
1158,0.14650000000000002
1159,1
1160,1
1161,1
1162,1
1163,1
1164,0.71
1165,1
1166,1
1167,1
1168,0.8535
1169,0
1170,1
1171,1
1172,0.3575
1173,1
1174,1
1175,1
1176,0.944
1177,1
1178,0.8685
1179,0.803
1180,0
1181,1
1182,0.453
1183,0.504
1184,1
1185,1
1186,1
1187,1
1188,0.14950000000000002
1189,1
1190,0
1191,1
1192,1
1193,0.9854999999999999
1194,1
1195,1
1196,0.6005
1197,1
1198,0.444
1199,1
1200,1
1201,0.8505
1202,0.764
1203,1
1204,0.8660000000000001
1205,0.74
1206,0.36150000000000004
1207,0.8535
1208,1
1209,0.8595
1210,0.944
1211,0.07999999999999999
1212,0.9135000000000001
1213,0.9345000000000001
1214,0.8150000000000001
1215,1
1216,0.746
1217,0
1218,0.8505
1219,1
1220,0.4690000000000001
1221,0.45649999999999996
1222,0.8785
1223,0.513
1224,0
1225,1
1226,1
1227,1
1228,0.3970000000000001
1229,0.6445
1230,1
1231,0.9584999999999999
1232,0.8360000000000001
1233,1
1234,0.8480000000000001
1235,0.8535
1236,1
1237,0.8785
1238,1
1239,0.7290000000000001
1240,1
1241,0.523
1242,0.71
1243,1
1244,1
1245,1
1246,0.23600000000000004
1247,0.9135000000000001
1248,1
1249,0.8574999999999999
1250,0.8535
1251,0
1252,0.5615
1253,0.7945000000000001
1254,0.3405
1255,1
1256,1
1257,0.5680000000000001
1258,0.6234999999999999
1259,1
1260,0.8390000000000001
1261,0.5635
1262,0.31050000000000005
1263,0.7919999999999999
1264,1
1265,0.9345000000000001
1266,0.6895
1267,1
1268,1
1269,1
1270,1
1271,0.48900000000000005
1272,0.8390000000000001
1273,1
1274,0.6895
1275,1
1276,0.8955000000000001
1277,1
1278,1
1279,1
1280,0.8535
1281,0.9584999999999999
1282,1
1283,0.8685
1284,0.379
1285,1
1286,0.8505
1287,0.14600000000000002
1288,1
1289,0.794
1290,1
1291,0.9584999999999999
1292,0.44200000000000006
1293,1
1294,0.191
1295,1
1296,0.549
1297,1
1298,0.6325
1299,0.8450000000000001
1300,0.8785
1301,1
1302,0
1303,0.8685
1304,0.8595
1305,0.663
1306,0.9135000000000001
1307,1
1308,1
1309,0.8535
1310,1
1311,1
1312,0.734
1313,0
1314,0.7735000000000001
1315,0.9135000000000001
1316,1
1317,0.8180000000000001
1318,1
1319,0.8535
1320,0
1321,0.8810000000000001
1322,1
1323,0.944
1324,0.8480000000000001
1325,0.8595
1326,0.9584999999999999
1327,0.272
1328,0.8955000000000001
1329,1
1330,1
1331,1
1332,1
1333,0.8535
1334,0.9135000000000001
1335,0.549
1336,1
1337,1
1338,0.713
1339,0.538
1340,0
1341,0.49550000000000005
1342,1
1343,1
1344,1
1345,1
1346,0.4715000000000001
1347,0.9584999999999999
1348,0.9135000000000001
1349,0.728
1350,0.30150000000000005
1351,0.014499999999999999
1352,0.6875
1353,1
1354,0.9854999999999999
1355,0.406
1356,0.5579999999999999
1357,0.5429999999999999
1358,0.7945000000000001
1359,0
1360,0.29600000000000004
1361,1
1362,0.8929999999999999
1363,1
1364,0.8535
1365,0.749
1366,0.8505
1367,1
1368,1
1369,0.8955000000000001
1370,0.40950000000000003
1371,1
1372,0.5784999999999999
1373,0
1374,0.3125
1375,1
1376,1
1377,0.812
1378,0.713
1379,0.719
1380,0.773
1381,1
1382,0.451
1383,1
1384,1
1385,1
1386,0.8064999999999999
1387,0.8505
1388,0.3755
1389,1
1390,1
1391,0.49850000000000005
1392,0.8929999999999999
1393,1
1394,0.8480000000000001
1395,0.794
1396,0.29600000000000004
1397,1
1398,0.755
1399,0.7020000000000001
1400,0.7919999999999999
1401,1
1402,1
1403,0.746
1404,1
1405,1
1406,0.9345000000000001
1407,0.5555
1408,1
1409,0.7885000000000001
1410,0.809
1411,0.48950000000000005
1412,1
1413,0.37350000000000005
1414,0.8450000000000001
1415,0.5680000000000001
1416,0.9854999999999999
1417,0.42400000000000004
1418,0.5345
1419,1
1420,1
1421,0.8505
1422,0.7020000000000001
1423,1
1424,0.9584999999999999
1425,1
1426,1
1427,0.8685
1428,0.74
1429,0.31300000000000006
1430,1
1431,0.41850000000000004
1432,0.29550000000000004
1433,0.08650000000000001
1434,0.37600000000000006
1435,0.9135000000000001
1436,1
1437,1
1438,0.782
1439,0.8595
1440,0.191
1441,0
1442,0.809
1443,0.8505
1444,1
1445,0.9584999999999999
1446,0.9345000000000001
1447,1
1448,0.6625
1449,1
1450,0.8685
1451,0.944
1452,1
1453,0.8505
1454,0.657
1455,0.9854999999999999
1456,0.1315
1457,0.8535
1458,1
1459,1
1460,1
1461,1
1462,0.5825
1463,1
1464,0
1465,1
1466,1
1467,0.29800000000000004
1468,0.8955000000000001
1469,0.7944999999999999
1470,1
1471,0.722
1472,0.29600000000000004
1473,0.12149999999999998
1474,0.944
1475,0.9345000000000001
1476,0.9345000000000001
1477,0.8955000000000001
1478,0.7135
1479,0.8805000000000001
1480,0.7075
1481,0.055999999999999994
1482,1
1483,0.5885
1484,0.31050000000000005
1485,0.728
1486,0.603
1487,0.8540000000000001
1488,1
1489,1
1490,1
1491,0.9199999999999999
1492,0.3430000000000001
1493,1
1494,0.8955000000000001
1495,1
1496,0.6985
1497,0.8505
1498,1
1499,0.639
1500,1
1501,0.9854999999999999
1502,0.556
1503,0.444
1504,0.9854999999999999
1505,1
1506,0.8450000000000001
1507,1
1508,0.8535
1509,1
1510,0.9584999999999999
1511,1
1512,0.6875
1513,1
1514,0.944
1515,0.25350000000000006
1516,0.11950000000000001
1517,0.5680000000000001
1518,0.271
1519,1
1520,1
1521,0.7739999999999999
1522,1
1523,0.49500000000000005
1524,0.44200000000000006
1525,1
1526,1
1527,1
1528,0.6275000000000001
1529,1
1530,1
1531,0.8180000000000001
1532,1
1533,1
1534,1
1535,0.9854999999999999
1536,1
1537,0.9584999999999999
1538,0.9854999999999999
1539,0.9854999999999999
1540,0.9584999999999999
1541,1
1542,0.636
1543,0.43300000000000005
1544,1
1545,0.0415
1546,0.8540000000000001
1547,0.7080000000000001
1548,0.713
1549,1
1550,0.9345000000000001
1551,1
1552,0.713
1553,1
1554,1
1555,1
1556,0.9135000000000001
1557,0.8505
1558,1
1559,1
1560,0.2505
1561,1
1562,0.812
1563,0.3815
1564,0.7735000000000001
1565,0.9135000000000001
1566,0.9345000000000001
1567,1
1568,1
1569,0.8535
1570,0.29800000000000004
1571,1
1572,1
1573,0.31300000000000006
1574,1
1575,0.9854999999999999
1576,1
1577,0.47200000000000003
1578,1
1579,1
1580,0.549
1581,0.74
1582,1
1583,1
1584,1
1585,0.47700000000000004
1586,1
1587,1
1588,0.4005
1589,1
1590,1
1591,0.271
1592,1
1593,0.767
1594,0.8785
1595,0.379
1596,0
1597,1
1598,0.9854999999999999
1599,0.29000000000000004
1600,0.6055
1601,0.5525
1602,0.459
1603,1
1604,0.782
1605,1
1606,1
1607,0.14600000000000002
1608,0.34650000000000003
1609,0.9854999999999999
1610,0.14650000000000002
1611,1
1612,1
1613,1
1614,0.8955000000000001
1615,1
1616,1
1617,0.34650000000000003
1618,0.8535
1619,1
1620,0.8505
1621,0.547
1622,0.14650000000000002
1623,0.5815
1624,1
1625,1
1626,1
1627,0.522
1628,0.7919999999999999
1629,1
1630,1
1631,1
1632,1
1633,0.6895
1634,1
1635,1
1636,1
1637,0.719
1638,0.8155000000000001
1639,1
1640,0.8955000000000001
1641,0.6835
1642,0.8955000000000001
1643,1
1644,0.704
1645,0.7885000000000001
1646,0.713
1647,0.38250000000000006
1648,1
1649,0.648
1650,1
1651,0.704
1652,1
1653,0.8595
1654,1
1655,0.812
1656,1
1657,1
1658,1
1659,0.08650000000000001
1660,1
1661,1
1662,0.749
1663,0.9854999999999999
1664,1
1665,0.44750000000000006
1666,0.7495
1667,1
1668,1
1669,1
1670,0.564
1671,0.54
1672,0.5519999999999999
1673,0.54
1674,0.8150000000000001
1675,1
1676,0.514
1677,0.254
1678,0.262
1679,0.9584999999999999
1680,1
1681,0.7345
1682,1
1683,0.8535
1684,0.42400000000000004
1685,0.8180000000000001
1686,0.8480000000000001
1687,1
1688,1
1689,1
1690,0.35450000000000004
1691,1
1692,1
1693,0.9854999999999999
1694,0.7020000000000001
1695,1
1696,1
1697,0.728
1698,0.722
1699,1
1700,1
1701,0.8270000000000001
1702,1
1703,0.8805000000000001
1704,1
1705,0.6625
1706,0.4780000000000001
1707,1
1708,0.8720000000000001
1709,1
1710,0.49300000000000005
1711,1
1712,0.6625
1713,0.364
1714,1
1715,0.14650000000000002
1716,0.8989999999999999
1717,1
1718,0.14650000000000002
1719,0.7735000000000001
1720,1
1721,1
1722,0.29600000000000004
1723,1
1724,1
1725,1
1726,1
1727,0.8505
1728,1
1729,1
1730,1
1731,1
1732,1
1733,0.764
1734,1
1735,0.944
1736,0.48700000000000004
1737,0.4625000000000001
1738,0.612
1739,1
1740,0.7919999999999999
1741,0.119
1742,0.8805000000000001
1743,1
1744,0.794
1745,0.6355
1746,1
1747,1
1748,0.6725
1749,1
1750,0.8955000000000001
1751,0.41150000000000003
1752,1
1753,1
1754,1
1755,0.8270000000000001
1756,1
1757,0.5815
1758,0.4565000000000001
1759,0.8180000000000001
1760,0.8955000000000001
1761,1
1762,1
1763,1
1764,0.8805000000000001
1765,1
1766,1
1767,0.6335000000000001
1768,0.16400000000000003
1769,0.6875
1770,0.8805000000000001
1771,0.5935
1772,1
1773,0.5680000000000001
1774,0.728
1775,1
1776,0.8334999999999999
1777,0.3285
1778,0.7020000000000001
1779,1
1780,0.9854999999999999
1781,1
1782,1
1783,1
1784,0.7919999999999999
1785,1
1786,1
1787,0.3105
1788,0.8929999999999999
1789,0.755
1790,1
1791,0.588
1792,0.713
1793,0.8595
1794,0.794
1795,0.9135000000000001
1796,1
1797,0.944
1798,1
1799,0.5724999999999999
1800,1
1801,0.803
1802,1
1803,1
1804,0.9854999999999999
1805,0.764
1806,0.49300000000000005
1807,0.6895
1808,1
1809,0.6385
1810,0.728
1811,0.8805000000000001
1812,1
1813,0.3315
1814,1
1815,0.5825
1816,1
1817,0.34600000000000003
1818,1
1819,0.7525000000000001
1820,0.8064999999999999
1821,0.9345000000000001
1822,1
1823,0.8595
1824,1
1825,0.944
1826,0.251
1827,1
1828,0.5815
1829,1
1830,0.6605
1831,1
1832,0.719
1833,1
1834,0.6775
1835,0.29800000000000004
1836,0.8989999999999999
1837,0.8270000000000001
1838,0.6545000000000001
1839,0.462
1840,1
1841,0.379
1842,0.8929999999999999
1843,0.6955
1844,1
1845,0.9854999999999999
1846,1
1847,0.8955000000000001
1848,0.8810000000000001
1849,0.8785
1850,0.5844999999999999
1851,1
1852,0.552
1853,0.54
1854,1
1855,0.15500000000000003
1856,0.7919999999999999
1857,0.9854999999999999
1858,0
1859,1
1860,0.7944999999999999
1861,1
1862,1
1863,0.54
1864,0.5885
1865,1
1866,0.8989999999999999
1867,0.8805000000000001
1868,0.9854999999999999
1869,0.5724999999999999
1870,1
1871,0.8955000000000001
1872,0.2685
1873,0.8785
1874,0.5680000000000001
1875,0.251
1876,1
1877,1
1878,0.14950000000000002
1879,1
1880,1
1881,1
1882,1
1883,0.5680000000000001
1884,0
1885,1
1886,1
1887,0.5680000000000001
1888,0.6875
1889,1
1890,0.6475
1891,0
1892,0.9854999999999999
1893,1
1894,1
1895,1
1896,1
1897,0.9135000000000001
1898,1
1899,0.8720000000000001
1900,0.8785
1901,0.8535
1902,1
1903,0.654
1904,0.8685
1905,1
1906,0.9584999999999999
1907,0.9584999999999999
1908,0.5375
1909,1
1910,0.504
1911,1
1912,1
1913,0.746
1914,0.7525000000000001
1915,0.6605
1916,0.7285
1917,1
1918,0.8955000000000001
1919,0.16400000000000003
1920,0.5784999999999999
